Transaction_ID,Date,Market,Category,Amount_USD,Fee_USD,Payment_Type,Fraud_Flag,Merchant,Customer_Tier
TXN-00827,2024-10-06,Kenya,Entertainment,20.16,0.42,Mobile Money,No,DStv Kenya,Premium
TXN-00828,2024-04-23,Kenya,Utilities,69.63,1.62,Mobile Money,No,Nairobi Hospital,Standard
TXN-00829,2024-01-01,Kenya,Food & Dining,18.73,0.47,Mobile Money,No,Naivas,Standard
TXN-00830,2024-12-11,South Africa,Transfers,4795.79,5.72,Card,No,Pick n Pay,Standard
TXN-00831,2024-01-17,Kenya,Food & Dining,15.43,0.3,Mobile Money,No,Carrefour Kenya,Standard
TXN-00832,2024-04-04,Nigeria,Groceries,43.42,0.92,Mobile Money,No,Air Peace,Standard
TXN-00833,2024-09-12,Kenya,Health,311.67,6.86,QR Code,No,Equity Bank,Standard
TXN-00834,2024-03-04,Ghana,Health,497.75,12.83,Card,No,MultiChoice Ghana,Premium
TXN-00835,2024-12-22,Nigeria,Food & Dining,66.3,1.4,Card,No,Dangote Store,Premium
TXN-00836,2024-10-01,Nigeria,Utilities,125.38,3.0,Card,No,Shoprite Nigeria,Business
TXN-00837,2024-03-16,Nigeria,Groceries,12.25,0.31,Card,No,Chicken Republic,Standard
TXN-00838,2024-03-11,Ghana,Entertainment,48.99,1.14,Mobile Money,No,MultiChoice Ghana,Standard
TXN-00839,2024-05-07,Ghana,Health,201.35,4.73,Card,No,Palace Mall,Premium
TXN-00840,2024-07-06,Nigeria,Groceries,26.28,0.51,Card,No,EKEDC,Premium
TXN-00841,2024-02-06,Ghana,Entertainment,50.9,0.95,Card,No,Africa World Airlines,Business
TXN-00842,2024-04-06,Ghana,Food & Dining,58.22,1.14,QR Code,No,MultiChoice Ghana,Standard
TXN-00843,2024-06-06,Nigeria,Food & Dining,51.06,0.98,QR Code,No,CMS Hospital,Premium
TXN-00844,2024-06-03,South Africa,Health,78.06,1.86,Card,No,Cape Union Mart,Standard
TXN-00845,2024-05-18,Ghana,Groceries,60.56,1.17,Mobile Money,No,Maxmart,Standard
TXN-00846,2024-10-12,Nigeria,Health,1360.17,28.54,Mobile Money,No,Dangote Store,Business
TXN-00847,2024-02-02,South Africa,Groceries,84.94,2.05,QR Code,No,Steers,Business
TXN-00848,2024-07-16,Ghana,Food & Dining,26.19,0.56,Mobile Money,No,MultiChoice Ghana,Standard
TXN-00849,2024-09-22,Kenya,Transfers,3046.91,8.8,Mobile Money,Yes,Equity Bank,Standard
TXN-00850,2024-12-27,Kenya,Groceries,87.7,1.85,Card,No,Carrefour Kenya,Standard
TXN-00851,2024-07-07,South Africa,Groceries,85.49,1.88,Card,No,Takealot,Standard
TXN-00852,2024-05-14,South Africa,Health,105.4,2.38,Card,No,Eskom,Premium
TXN-00853,2024-10-24,Nigeria,Food & Dining,173.74,3.13,Mobile Money,No,Jumia,Business
TXN-00854,2024-06-10,South Africa,Groceries,86.85,1.7,Mobile Money,No,Cape Union Mart,Standard
TXN-00855,2024-08-07,Kenya,Groceries,93.03,1.87,QR Code,No,Equity Bank,Standard
TXN-00856,2024-02-21,Kenya,Food & Dining,20.22,0.42,Mobile Money,No,Carrefour Kenya,Standard
TXN-00857,2024-01-09,South Africa,Groceries,118.61,2.23,Card,Yes,Takealot,Standard
TXN-00858,2024-07-25,Nigeria,Travel,2767.15,57.26,Card,No,Chicken Republic,Premium
TXN-00859,2024-11-12,Ghana,Food & Dining,24.58,0.51,Mobile Money,No,Palace Mall,Standard
TXN-00860,2024-10-05,Kenya,Groceries,114.52,2.75,Mobile Money,No,Nairobi Hospital,Standard
TXN-00861,2024-07-22,Kenya,Health,1147.04,20.8,Mobile Money,Yes,Java House,Business
TXN-00862,2024-09-08,Ghana,Food & Dining,15.68,0.34,QR Code,No,KFC Ghana,Premium
TXN-00863,2024-10-10,Ghana,Transfers,7895.39,20.29,Card,Yes,Vodafone Ghana,Premium
TXN-00864,2024-11-10,South Africa,Health,680.18,17.12,QR Code,No,Checkers,Business
TXN-00865,2024-04-07,Kenya,Health,102.77,2.67,Mobile Money,No,Java House,Premium
TXN-00866,2024-12-25,Nigeria,Transfers,8567.17,20.06,Card,No,Netflix Nigeria,Premium
TXN-00867,2024-02-23,Nigeria,Electronics,742.89,13.76,Mobile Money,No,CMS Hospital,Standard
TXN-00868,2024-09-26,Ghana,Entertainment,25.94,0.49,Mobile Money,No,Accra Mall,Premium
TXN-00869,2024-12-24,South Africa,Utilities,38.2,0.8,Card,No,Takealot,Standard
TXN-00870,2024-08-28,Nigeria,Food & Dining,87.65,2.23,Mobile Money,No,Dangote Store,Premium
TXN-00871,2024-04-13,Kenya,Entertainment,41.73,0.85,Mobile Money,No,Quickmart,Standard
TXN-00872,2024-08-05,South Africa,Entertainment,10.33,0.21,Card,No,Eskom,Premium
TXN-00873,2024-12-23,Ghana,Utilities,36.23,0.93,Mobile Money,No,ECG Ghana,Standard
TXN-00874,2024-11-07,South Africa,Health,299.58,7.6,Card,No,DSTV SA,Standard
TXN-00875,2024-05-27,Ghana,Entertainment,101.54,2.1,Card,No,Palace Mall,Business
TXN-00876,2024-06-17,South Africa,Food & Dining,150.97,3.38,Mobile Money,No,Takealot,Business
TXN-00877,2024-11-02,South Africa,Transfers,860.29,1.1,Card,No,Pick n Pay,Standard
TXN-00878,2024-04-26,South Africa,Entertainment,37.67,0.85,Card,No,Pick n Pay,Standard
TXN-00879,2024-06-14,Ghana,Groceries,47.83,1.04,QR Code,No,Maxmart,Standard
TXN-00880,2024-09-19,Nigeria,Groceries,61.98,1.17,Mobile Money,No,Dangote Store,Premium
TXN-00881,2024-12-21,South Africa,Entertainment,121.49,2.27,Card,No,DSTV SA,Business
TXN-00882,2024-04-21,Nigeria,Groceries,21.67,0.5,QR Code,No,Dangote Store,Standard
TXN-00883,2024-08-19,Nigeria,Transfers,2984.75,5.28,QR Code,No,Air Peace,Standard
TXN-00884,2024-08-04,Nigeria,Transfers,4872.29,8.82,Card,No,Jumia,Premium
TXN-00885,2024-10-17,Nigeria,Travel,1807.27,43.95,Mobile Money,No,Slot,Standard
TXN-00886,2024-03-20,Ghana,Groceries,43.2,0.79,Mobile Money,No,KFC Ghana,Standard
TXN-00887,2024-08-28,South Africa,Groceries,41.44,1.07,Mobile Money,No,Woolworths,Standard
TXN-00888,2024-04-02,South Africa,Travel,3007.11,64.83,Card,No,Checkers,Premium
TXN-00889,2024-12-12,Ghana,Travel,3022.26,55.48,Mobile Money,Yes,Africa World Airlines,Premium
TXN-00890,2024-12-20,Ghana,Utilities,75.62,1.62,Mobile Money,No,ECG Ghana,Standard
TXN-00891,2024-06-03,South Africa,Transfers,2613.86,3.68,Card,Yes,Netcare,Business
TXN-00892,2024-10-19,Ghana,Entertainment,42.12,0.81,QR Code,No,Melcom,Premium
TXN-00893,2024-12-08,Kenya,Groceries,69.42,1.29,Mobile Money,No,Java House,Standard
TXN-00894,2024-10-05,South Africa,Electronics,332.87,8.57,Card,No,FlySafair,Standard
TXN-00895,2024-03-24,South Africa,Utilities,30.76,0.64,Card,No,Eskom,Premium
TXN-00896,2024-08-02,Kenya,Health,151.17,3.62,QR Code,No,Equity Bank,Standard
TXN-00897,2024-11-13,Nigeria,Groceries,65.52,1.26,Mobile Money,No,Air Peace,Standard
TXN-00898,2024-01-24,Ghana,Food & Dining,75.66,1.62,Mobile Money,No,MultiChoice Ghana,Premium
TXN-00899,2024-11-17,Nigeria,Health,293.02,7.44,Mobile Money,No,Slot,Standard
TXN-00900,2024-12-14,South Africa,Entertainment,13.83,0.28,Mobile Money,No,FlySafair,Premium
TXN-00901,2024-10-18,South Africa,Entertainment,47.68,1.12,QR Code,No,Cape Union Mart,Standard
TXN-00902,2024-07-22,South Africa,Transfers,3100.62,8.75,Card,No,Checkers,Standard
TXN-00903,2024-10-08,South Africa,Transfers,17485.54,50.53,Card,Yes,Cape Union Mart,Business
TXN-00904,2024-12-22,South Africa,Entertainment,40.91,0.86,Mobile Money,No,Woolworths,Business
TXN-00905,2024-06-13,Kenya,Health,278.04,6.85,QR Code,No,Safaricom,Standard
TXN-00906,2024-05-10,Nigeria,Groceries,92.3,2.34,QR Code,No,Jumia,Premium
TXN-00907,2024-11-02,South Africa,Health,69.67,1.26,Card,No,FlySafair,Premium
TXN-00908,2024-01-24,Kenya,Food & Dining,32.06,0.6,Mobile Money,No,Carrefour Kenya,Standard
TXN-00909,2024-12-01,Kenya,Transfers,2007.03,3.21,Mobile Money,Yes,Safaricom,Standard
TXN-00910,2024-02-15,Ghana,Food & Dining,46.09,0.83,QR Code,No,KFC Ghana,Standard
TXN-00911,2024-03-02,Kenya,Food & Dining,6.74,0.16,QR Code,No,Safaricom,Standard
TXN-00912,2024-02-16,Ghana,Entertainment,34.3,0.83,QR Code,No,Palace Mall,Premium
TXN-00913,2024-02-04,South Africa,Groceries,9.53,0.22,Mobile Money,No,DSTV SA,Standard
TXN-00914,2024-12-24,Kenya,Travel,279.93,6.0,Mobile Money,No,Quickmart,Standard
TXN-00915,2024-04-25,Kenya,Electronics,984.54,21.1,Mobile Money,No,Carrefour Kenya,Premium
TXN-00916,2024-10-17,Ghana,Electronics,933.46,17.91,Mobile Money,No,Korle Bu Hospital,Premium
TXN-00917,2024-12-05,Nigeria,Utilities,14.59,0.31,Mobile Money,No,EKEDC,Standard
TXN-00918,2024-04-14,Nigeria,Travel,1452.79,29.28,Mobile Money,No,CMS Hospital,Premium
TXN-00919,2024-04-02,Kenya,Groceries,77.61,1.57,Mobile Money,No,KQ Airways,Premium
TXN-00920,2024-03-16,Nigeria,Food & Dining,5.75,0.13,Card,No,Chicken Republic,Standard
TXN-00921,2024-10-19,Ghana,Food & Dining,28.61,0.6,QR Code,No,Accra Mall,Premium
TXN-00922,2024-02-19,South Africa,Health,163.12,3.52,Mobile Money,No,Takealot,Premium
TXN-00923,2024-05-24,Nigeria,Entertainment,11.92,0.23,Mobile Money,No,Jumia,Standard
TXN-00924,2024-12-12,Nigeria,Transfers,1301.44,2.39,QR Code,No,Shoprite Nigeria,Business
TXN-00925,2024-03-09,Ghana,Groceries,71.41,1.74,Card,No,Palace Mall,Standard
TXN-00926,2024-07-18,South Africa,Health,305.28,6.43,Card,No,Eskom,Standard
TXN-00927,2024-04-01,Kenya,Electronics,1275.05,31.02,Mobile Money,No,DStv Kenya,Premium
TXN-00928,2024-04-28,Nigeria,Transfers,896.99,0.98,Mobile Money,Yes,GTBank,Standard
TXN-00929,2024-12-09,South Africa,Electronics,951.89,19.03,Card,No,Woolworths,Premium
TXN-00930,2024-09-21,Ghana,Food & Dining,43.8,0.98,Card,No,Accra Mall,Standard
TXN-00931,2024-05-02,Ghana,Groceries,89.81,1.82,Mobile Money,No,Accra Mall,Standard
TXN-00932,2024-02-24,Ghana,Health,257.97,5.89,Mobile Money,No,MultiChoice Ghana,Standard
TXN-00933,2024-04-19,Ghana,Entertainment,25.07,0.6,Mobile Money,No,Vodafone Ghana,Standard
TXN-00934,2024-02-06,Nigeria,Entertainment,30.63,0.78,Mobile Money,No,Air Peace,Standard
TXN-00935,2024-03-06,South Africa,Transfers,760.44,1.41,Card,No,DSTV SA,Standard
TXN-00936,2024-02-17,Kenya,Entertainment,9.49,0.2,Mobile Money,Yes,Naivas,Standard
TXN-00937,2024-02-25,Kenya,Groceries,14.75,0.38,QR Code,No,Java House,Premium
TXN-00938,2024-11-03,Kenya,Travel,1155.27,22.3,Mobile Money,Yes,Naivas,Standard
TXN-00939,2024-08-09,Ghana,Groceries,32.97,0.67,Mobile Money,No,ECG Ghana,Premium
TXN-00940,2024-01-08,Kenya,Food & Dining,41.05,0.81,QR Code,No,Carrefour Kenya,Standard
TXN-00941,2024-07-04,Nigeria,Health,48.99,1.01,Mobile Money,No,Slot,Standard
TXN-00942,2024-12-20,Kenya,Food & Dining,14.98,0.32,QR Code,No,Equity Bank,Standard
TXN-00943,2024-11-12,South Africa,Electronics,326.83,6.58,QR Code,No,Woolworths,Standard
TXN-00944,2024-11-05,South Africa,Groceries,58.03,1.41,QR Code,No,FlySafair,Standard
TXN-00945,2024-08-24,Nigeria,Groceries,92.75,1.96,Mobile Money,No,CMS Hospital,Business
TXN-00946,2024-08-21,Nigeria,Entertainment,27.79,0.59,Mobile Money,No,Jumia,Premium
TXN-00947,2024-08-08,Nigeria,Utilities,62.01,1.46,Card,No,EKEDC,Standard
TXN-00948,2024-06-07,South Africa,Groceries,115.25,2.92,Mobile Money,No,Pick n Pay,Standard
TXN-00949,2024-05-05,South Africa,Utilities,161.85,3.19,Mobile Money,No,FlySafair,Business
TXN-00950,2024-12-23,Kenya,Entertainment,42.54,0.78,Mobile Money,No,Nairobi Hospital,Premium
TXN-00951,2024-11-28,Kenya,Groceries,35.45,0.64,Card,No,Quickmart,Standard
TXN-00952,2024-07-05,South Africa,Transfers,2087.04,3.5,Card,No,Eskom,Standard
TXN-00953,2024-02-02,South Africa,Groceries,114.67,2.07,Card,No,Cape Union Mart,Premium
TXN-00954,2024-08-27,Nigeria,Utilities,30.46,0.78,Mobile Money,No,CMS Hospital,Standard
TXN-00955,2024-12-05,South Africa,Food & Dining,26.58,0.65,QR Code,No,FlySafair,Standard
TXN-00956,2024-11-15,Nigeria,Transfers,1933.33,2.14,Mobile Money,No,Air Peace,Standard
TXN-00957,2024-02-03,Nigeria,Entertainment,15.78,0.3,Mobile Money,No,Shoprite Nigeria,Standard
TXN-00958,2024-10-10,Kenya,Electronics,767.9,14.34,Mobile Money,No,Nairobi Hospital,Business
TXN-00959,2024-01-11,Kenya,Food & Dining,160.96,4.13,Mobile Money,No,KQ Airways,Business
TXN-00960,2024-10-05,Ghana,Groceries,91.04,1.71,Card,No,Accra Mall,Standard
TXN-00961,2024-11-16,Ghana,Entertainment,11.82,0.26,QR Code,No,Africa World Airlines,Standard
TXN-00962,2024-11-26,Ghana,Groceries,214.66,4.73,QR Code,No,Maxmart,Premium
TXN-00963,2024-12-11,Nigeria,Groceries,77.83,1.99,Mobile Money,No,CMS Hospital,Standard
TXN-00964,2024-04-20,Ghana,Health,397.87,7.47,Mobile Money,No,Korle Bu Hospital,Standard
TXN-00965,2024-08-26,South Africa,Groceries,43.14,1.1,Mobile Money,No,Steers,Standard
TXN-00966,2024-05-03,Kenya,Entertainment,26.3,0.53,QR Code,No,Quickmart,Standard
TXN-00967,2024-12-19,Nigeria,Food & Dining,27.5,0.63,Card,No,Jumia,Standard
TXN-00968,2024-11-11,Nigeria,Transfers,1351.0,3.72,Card,No,Shoprite Nigeria,Standard
TXN-00969,2024-10-08,Ghana,Utilities,19.48,0.41,Mobile Money,No,Africa World Airlines,Standard
TXN-00970,2024-06-15,Ghana,Food & Dining,34.43,0.85,Mobile Money,No,KFC Ghana,Standard
TXN-00971,2024-12-13,South Africa,Electronics,287.96,7.48,Card,No,Cape Union Mart,Standard
TXN-00972,2024-02-15,Kenya,Groceries,79.7,1.64,Mobile Money,No,KQ Airways,Standard
TXN-00973,2024-01-26,Nigeria,Food & Dining,7.97,0.2,QR Code,No,Air Peace,Standard
TXN-00974,2024-04-06,Kenya,Groceries,41.41,0.98,QR Code,No,Safaricom,Standard
TXN-00975,2024-03-02,Kenya,Health,306.21,5.91,Mobile Money,No,Nairobi Hospital,Standard
TXN-00976,2024-08-26,Kenya,Transfers,3479.86,6.19,Mobile Money,No,Equity Bank,Standard
TXN-00977,2024-03-24,Ghana,Utilities,98.77,2.52,Card,No,MultiChoice Ghana,Standard
TXN-00978,2024-01-15,South Africa,Travel,1996.68,46.71,Card,No,Cape Union Mart,Standard
TXN-00979,2024-12-28,Kenya,Travel,1033.16,20.4,QR Code,No,DStv Kenya,Business
TXN-00980,2024-10-20,Nigeria,Food & Dining,204.42,4.62,Mobile Money,No,Shoprite Nigeria,Business
TXN-00981,2024-05-10,Nigeria,Health,477.75,10.34,Mobile Money,No,Jumia,Premium
TXN-00982,2024-06-25,Nigeria,Health,161.79,3.63,Mobile Money,No,Air Peace,Standard
TXN-00983,2024-11-23,Ghana,Utilities,169.75,4.29,Mobile Money,No,KFC Ghana,Premium
TXN-00984,2024-02-01,Ghana,Food & Dining,46.34,1.18,Mobile Money,No,Accra Mall,Standard
TXN-00985,2024-11-22,Nigeria,Food & Dining,30.0,0.63,Mobile Money,No,Slot,Standard
TXN-00986,2024-05-26,South Africa,Food & Dining,78.24,1.87,Mobile Money,No,Netcare,Premium
TXN-00987,2024-07-09,South Africa,Electronics,1160.36,24.74,Mobile Money,No,DSTV SA,Premium
TXN-00988,2024-01-01,Kenya,Food & Dining,89.91,2.05,Mobile Money,No,KQ Airways,Premium
TXN-00989,2024-04-13,Kenya,Transfers,7226.88,15.58,Mobile Money,No,Quickmart,Premium
TXN-00990,2024-06-11,Nigeria,Food & Dining,49.06,1.08,Card,No,Air Peace,Standard
TXN-00991,2024-11-06,South Africa,Electronics,378.07,8.71,Card,Yes,Checkers,Standard
TXN-00992,2024-12-03,Ghana,Groceries,212.62,4.91,Card,No,Africa World Airlines,Premium
TXN-00993,2024-05-18,South Africa,Entertainment,38.69,0.78,Mobile Money,No,Pick n Pay,Premium
TXN-00994,2024-09-21,South Africa,Health,372.34,7.07,Mobile Money,No,Pick n Pay,Standard
TXN-00995,2024-02-16,South Africa,Health,58.26,1.42,Card,No,FlySafair,Standard
TXN-00996,2024-04-14,Nigeria,Food & Dining,172.19,3.35,Mobile Money,No,Dangote Store,Business
TXN-00997,2024-09-28,Kenya,Health,703.28,16.11,Mobile Money,No,Safaricom,Business
TXN-00998,2024-12-07,Ghana,Utilities,78.49,1.55,Mobile Money,No,Melcom,Standard
TXN-00999,2024-05-08,Kenya,Transfers,1404.65,1.96,Mobile Money,No,Safaricom,Standard
TXN-01000,2024-07-26,Nigeria,Travel,547.19,10.61,Card,No,Air Peace,Standard
TXN-01001,2024-12-04,Ghana,Entertainment,40.73,1.04,Mobile Money,No,Palace Mall,Standard
TXN-01002,2024-08-09,South Africa,Utilities,85.84,1.93,Card,No,FlySafair,Premium
TXN-01003,2024-07-02,South Africa,Electronics,502.91,12.58,QR Code,No,DSTV SA,Standard
TXN-01004,2024-01-06,South Africa,Food & Dining,18.49,0.36,Card,No,Steers,Standard
TXN-01005,2024-02-11,Ghana,Transfers,2858.97,4.7,Mobile Money,Yes,Korle Bu Hospital,Standard
TXN-01006,2024-08-17,Kenya,Utilities,171.13,4.19,Card,No,KQ Airways,Premium
TXN-01007,2024-09-14,Nigeria,Food & Dining,49.15,1.08,QR Code,No,Slot,Standard
TXN-01008,2024-07-20,Nigeria,Food & Dining,20.68,0.48,Card,No,Netflix Nigeria,Standard
TXN-01009,2024-05-27,South Africa,Groceries,67.08,1.39,Mobile Money,No,DSTV SA,Standard
TXN-01010,2024-10-09,Nigeria,Food & Dining,47.6,1.04,Mobile Money,No,Netflix Nigeria,Standard
TXN-01011,2024-07-21,South Africa,Groceries,77.21,1.41,Mobile Money,No,FlySafair,Standard
TXN-01012,2024-12-28,Ghana,Food & Dining,15.51,0.39,Mobile Money,No,Melcom,Standard
TXN-01013,2024-12-28,Kenya,Health,38.24,0.78,Mobile Money,No,KQ Airways,Standard
TXN-01014,2024-04-06,South Africa,Utilities,38.74,0.74,Card,No,DSTV SA,Standard
TXN-01015,2024-09-22,Kenya,Utilities,69.51,1.79,Mobile Money,No,KPLC,Standard
TXN-01016,2024-02-25,Nigeria,Groceries,105.76,2.46,Card,No,Slot,Standard
TXN-01017,2024-02-16,Kenya,Groceries,99.67,1.94,Mobile Money,No,Equity Bank,Standard
TXN-01018,2024-10-17,South Africa,Entertainment,25.43,0.49,Card,No,Netcare,Standard
TXN-01019,2024-12-13,South Africa,Health,316.41,6.17,Card,No,Eskom,Standard
TXN-01020,2024-12-19,Ghana,Groceries,163.99,3.27,QR Code,No,Melcom,Premium
TXN-01021,2024-07-17,Nigeria,Electronics,349.88,7.51,Mobile Money,No,Jumia,Business
TXN-01022,2024-05-15,Nigeria,Groceries,161.33,3.45,Mobile Money,No,Dangote Store,Premium
TXN-01023,2024-04-20,Nigeria,Food & Dining,72.46,1.86,Mobile Money,No,Shoprite Nigeria,Premium
TXN-01024,2024-08-08,Kenya,Groceries,77.46,1.84,Mobile Money,No,Safaricom,Standard
TXN-01025,2024-07-06,South Africa,Food & Dining,37.8,0.9,Mobile Money,No,Takealot,Standard
TXN-01026,2024-07-10,South Africa,Transfers,3423.14,4.56,Card,No,Woolworths,Standard
TXN-01027,2024-09-14,Nigeria,Groceries,16.62,0.39,Card,No,Netflix Nigeria,Standard
TXN-01028,2024-08-16,South Africa,Travel,122.09,2.86,Card,No,Checkers,Standard
TXN-01029,2024-03-05,South Africa,Groceries,80.48,1.76,Card,No,Cape Union Mart,Premium
TXN-01030,2024-04-15,Kenya,Food & Dining,97.08,2.35,QR Code,No,Equity Bank,Premium
TXN-01031,2024-07-09,Ghana,Entertainment,49.04,1.22,Card,No,Vodafone Ghana,Standard
TXN-01032,2024-01-19,South Africa,Health,302.86,5.92,QR Code,No,Eskom,Standard
TXN-01033,2024-11-22,Ghana,Health,1232.73,23.91,QR Code,No,MultiChoice Ghana,Business
TXN-01034,2024-06-14,South Africa,Electronics,484.64,11.44,Card,No,Cape Union Mart,Standard
TXN-01035,2024-08-26,South Africa,Food & Dining,111.04,2.61,Card,No,Eskom,Business
TXN-01036,2024-09-22,Kenya,Travel,793.24,17.16,Mobile Money,No,Carrefour Kenya,Standard
TXN-01037,2024-01-10,Kenya,Food & Dining,12.52,0.24,QR Code,No,DStv Kenya,Premium
TXN-01038,2024-09-25,Ghana,Health,128.42,3.06,Mobile Money,No,Korle Bu Hospital,Premium
TXN-01039,2024-04-16,South Africa,Electronics,602.22,12.76,QR Code,No,Eskom,Premium
TXN-01040,2024-08-06,Ghana,Transfers,2911.93,6.89,Mobile Money,Yes,Maxmart,Standard
TXN-01041,2024-03-10,Kenya,Utilities,105.06,2.21,QR Code,No,Quickmart,Premium
TXN-01042,2024-08-23,Nigeria,Health,353.18,7.57,Mobile Money,No,Shoprite Nigeria,Premium
TXN-01043,2024-12-01,South Africa,Food & Dining,69.33,1.42,Mobile Money,No,Pick n Pay,Premium
TXN-01044,2024-09-19,South Africa,Groceries,37.69,0.88,Card,No,Checkers,Premium
TXN-01045,2024-07-02,Kenya,Electronics,411.36,9.36,Card,No,Java House,Business
TXN-01046,2024-11-04,South Africa,Transfers,548.21,0.77,Mobile Money,No,Cape Union Mart,Premium
TXN-01047,2024-03-22,Ghana,Groceries,158.7,4.05,Card,No,Africa World Airlines,Premium
TXN-01048,2024-02-01,Kenya,Health,113.94,2.15,Mobile Money,No,KQ Airways,Standard
TXN-01049,2024-01-04,Nigeria,Travel,648.53,16.07,Mobile Money,No,Netflix Nigeria,Standard
TXN-01050,2024-11-20,Kenya,Groceries,23.87,0.57,Mobile Money,No,DStv Kenya,Standard
TXN-01051,2024-03-16,Nigeria,Transfers,8690.25,20.3,Mobile Money,No,Slot,Business
TXN-01052,2024-07-27,Nigeria,Groceries,71.19,1.29,Mobile Money,No,Dangote Store,Standard
TXN-01053,2024-07-12,South Africa,Travel,1332.84,34.46,Card,No,Checkers,Premium
TXN-01054,2024-04-23,Ghana,Travel,446.39,10.38,Mobile Money,No,ECG Ghana,Standard
TXN-01055,2024-04-25,Ghana,Health,338.94,7.41,QR Code,No,ECG Ghana,Standard
TXN-01056,2024-08-17,South Africa,Utilities,39.17,1.0,Card,No,DSTV SA,Standard
TXN-01057,2024-02-01,South Africa,Groceries,19.9,0.51,Card,No,Netcare,Standard
TXN-01058,2024-02-06,South Africa,Food & Dining,194.67,3.6,Card,No,FlySafair,Business
TXN-01059,2024-07-12,Ghana,Entertainment,64.69,1.53,Mobile Money,No,Accra Mall,Business
TXN-01060,2024-08-07,Nigeria,Food & Dining,16.07,0.31,Card,No,EKEDC,Standard
TXN-01061,2024-02-01,Ghana,Transfers,4059.54,11.31,Mobile Money,No,Maxmart,Standard
TXN-01062,2024-11-11,Kenya,Entertainment,116.86,2.57,Card,No,Nairobi Hospital,Business
TXN-01063,2024-07-12,Ghana,Utilities,16.04,0.34,Mobile Money,No,KFC Ghana,Standard
TXN-01064,2024-02-17,Nigeria,Groceries,75.37,1.56,Mobile Money,No,Air Peace,Standard
TXN-01065,2024-06-12,Kenya,Health,150.95,3.41,QR Code,No,DStv Kenya,Business
TXN-01066,2024-05-20,Kenya,Transfers,2381.34,6.75,Mobile Money,Yes,Java House,Standard
TXN-01067,2024-06-07,Nigeria,Entertainment,29.62,0.71,QR Code,No,Shoprite Nigeria,Standard
TXN-01068,2024-04-03,South Africa,Utilities,152.78,3.74,Card,No,DSTV SA,Premium
TXN-01069,2024-08-20,South Africa,Health,69.2,1.65,Mobile Money,No,Netcare,Standard
TXN-01070,2024-09-14,Nigeria,Entertainment,26.29,0.67,Mobile Money,No,EKEDC,Premium
TXN-01071,2024-08-28,Nigeria,Transfers,2436.76,4.32,Mobile Money,Yes,CMS Hospital,Standard
TXN-01072,2024-08-04,Nigeria,Health,546.41,10.68,Mobile Money,No,EKEDC,Business
TXN-01073,2024-02-01,Nigeria,Entertainment,141.39,3.19,QR Code,Yes,EKEDC,Business
TXN-01074,2024-11-03,Kenya,Food & Dining,22.28,0.51,QR Code,No,Quickmart,Standard
TXN-01075,2024-08-16,Ghana,Transfers,4694.93,6.63,Card,No,Africa World Airlines,Standard
TXN-01076,2024-07-10,South Africa,Entertainment,34.41,0.76,Card,No,Checkers,Standard
TXN-01077,2024-02-12,South Africa,Transfers,2572.07,3.62,Mobile Money,No,Netcare,Premium
TXN-01078,2024-05-18,Kenya,Food & Dining,21.77,0.56,Card,No,Nairobi Hospital,Premium
TXN-01079,2024-12-01,Nigeria,Groceries,51.03,1.26,Mobile Money,No,Dangote Store,Standard
TXN-01080,2024-06-01,South Africa,Food & Dining,16.32,0.32,Card,No,Eskom,Standard
TXN-01081,2024-01-25,Nigeria,Groceries,194.21,4.93,QR Code,No,Dangote Store,Premium
TXN-01082,2024-04-01,Nigeria,Entertainment,24.24,0.58,Card,No,Slot,Standard
TXN-01083,2024-08-24,South Africa,Food & Dining,118.12,2.53,Card,No,Eskom,Business
TXN-01084,2024-03-13,Nigeria,Health,364.93,7.39,Card,No,EKEDC,Standard
TXN-01085,2024-10-10,Nigeria,Food & Dining,43.85,1.02,Card,No,Dangote Store,Premium
TXN-01086,2024-01-10,Ghana,Food & Dining,14.83,0.32,Mobile Money,No,MultiChoice Ghana,Standard
TXN-01087,2024-07-28,Ghana,Food & Dining,9.38,0.24,Mobile Money,No,Vodafone Ghana,Standard
TXN-01088,2024-03-25,South Africa,Electronics,220.56,4.28,Card,No,Netcare,Standard
TXN-01089,2024-02-02,Kenya,Travel,847.95,19.02,Mobile Money,No,Safaricom,Standard
TXN-01090,2024-12-01,Ghana,Entertainment,37.32,0.85,Mobile Money,No,Vodafone Ghana,Standard
TXN-01091,2024-02-03,Nigeria,Food & Dining,50.25,1.07,Card,No,GTBank,Standard
TXN-01092,2024-01-20,South Africa,Food & Dining,40.86,0.89,QR Code,No,Pick n Pay,Standard
TXN-01093,2024-06-10,South Africa,Health,251.43,6.15,Card,No,Checkers,Standard
TXN-01094,2024-10-23,Nigeria,Electronics,119.5,2.85,Mobile Money,No,Slot,Premium
TXN-01095,2024-12-08,Ghana,Health,536.43,11.97,Mobile Money,No,Melcom,Premium
TXN-01096,2024-08-22,Ghana,Travel,2103.14,42.79,Mobile Money,No,MultiChoice Ghana,Standard
TXN-01097,2024-04-11,South Africa,Groceries,90.07,2.26,Card,No,Checkers,Standard
TXN-01098,2024-02-12,Ghana,Utilities,47.7,1.08,Card,No,Maxmart,Standard
TXN-01099,2024-04-14,Ghana,Transfers,7178.01,12.08,Mobile Money,No,Maxmart,Premium
